"","ENSEMBL","SYMBOL","Cov1","Cov2","Cov3","Mock1","Mock2","Mock3"
"13683","ENSG00000175518","8_UBQLNL",6,5,7,30,12,32
"13684","ENSG00000175520","9_UBQLN3",8,5,12,3,12,9
"13685","ENSG00000175535","6_PNLIP",2,2,1,5,2,2
"13686","ENSG00000175536","7_LIPT2",46,39,37,230,416,192
"13687","ENSG00000175538","10_KCNE3",4,3,0,3,7,6
"13688","ENSG00000175544","13_CABP4",10,5,8,8,2,13
"13689","ENSG00000175548","9_ALG10B",27,24,19,116,66,101
"13690","ENSG00000175550","8_DRAP1",1155,808,723,3061,6929,3341
"13691","ENSG00000175556","17_LONRF3",34,49,50,20,44,33
"13692","ENSG00000175564","13_UCP3",10,33,58,13,4,22
"13693","ENSG00000175567","10_UCP2",332,211,328,1385,2412,1922
"13694","ENSG00000175573","7_C11orf68",838,811,588,2025,3853,2468
"13695","ENSG00000175575","12_PAAF1",297,402,241,1667,1976,1767
"13696","ENSG00000175581","14_MRPL48",480,337,400,1511,2791,1486
"13697","ENSG00000175582","19_RAB6A",5387,5843,4035,10855,7578,13337
"13698","ENSG00000175591","11_P2RY2",31,22,23,42,49,27
"13699","ENSG00000175592","9_FOSL1",567,465,408,153,202,167
"13700","ENSG00000175595","15_ERCC4",373,352,169,878,1091,888
"13701","ENSG00000175600","15_SUGCT",1519,1124,824,673,1774,1035
"13702","ENSG00000175602","4_CCDC85B",1111,933,740,2428,5390,3002
"13703","ENSG00000175604","2_AC007601",0,2,2,10,16,22
"13704","ENSG00000175606","11_TMEM70",689,657,622,2199,4680,1913
"13705","ENSG00000175611","12_LINC00476",51,60,56,311,560,222
"13706","ENSG00000175619","3_OR4B1",3,4,1,0,0,1
"13707","ENSG00000175634","15_RPS6KB2",771,597,624,1778,1981,1962
"13708","ENSG00000175643","10_RMI2",73,71,38,690,1249,866
"13709","ENSG00000175646","4_PRM1",0,0,0,0,0,0
"13710","ENSG00000175662","17_TOM1L2",1042,778,1015,5944,2313,7661
"13711","ENSG00000175664","10_TEX26",1,6,0,5,7,0
"13712","ENSG00000175691","9_ZNF77",210,228,171,433,422,490
"13713","ENSG00000175697","10_GPR156",72,30,43,12,13,53
"13714","ENSG00000175699","15_CCDC197",3,7,1,5,4,5
"13715","ENSG00000175701","10_MTLN",245,253,195,1294,4244,1129
"13716","ENSG00000175707","9_KDF1",0,4,1,13,2,1
"13717","ENSG00000175711","8_B3GNTL1",94,76,40,216,361,287
"13718","ENSG00000175718","9_RBMXL3",1,3,0,3,2,2
"13719","ENSG00000175727","14_MLXIP",1581,1135,1579,2573,1963,2909
"13720","ENSG00000175728","4_C11orf44",2,9,1,5,5,8
"13721","ENSG00000175745","14_NR2F1",587,495,382,343,741,442
"13722","ENSG00000175746","6_C15orf54",12,0,5,7,0,4
"13723","ENSG00000175756","13_AURKAIP1",1774,1613,1389,4778,12986,4446
"13724","ENSG00000175764","14_TTLL11",74,80,43,163,175,165
"13725","ENSG00000175766","13_EIF4E1B",6,3,1,2,5,1
"13726","ENSG00000175768","13_TOMM5",986,875,762,3650,9769,3606
"13727","ENSG00000175772","11_LINC01106",24,11,3,37,0,30
"13728","ENSG00000175773","13_ZBTB44-DT",0,1,0,12,5,12
"13729","ENSG00000175779","4_LINC02694",1,16,4,17,25,30
"13730","ENSG00000175782","11_SLC35E3",255,298,190,815,1181,972
"13731","ENSG00000175785","13_PRIMA1",14,13,14,228,178,222
"13732","ENSG00000175787","17_ZNF169",68,26,61,116,127,98
"13733","ENSG00000175792","12_RUVBL1",1051,1248,1083,4760,5070,4687
"13734","ENSG00000175793","12_SFN",0,3,1,0,0,0
"13735","ENSG00000175806","15_MSRA",87,57,80,659,880,544
"13736","ENSG00000175809","5_CBLL2",3,2,2,8,7,4
"13737","ENSG00000175820","4_CCDC168",62,45,79,132,28,179
"13738","ENSG00000175826","12_CTDNEP1",501,345,551,1387,2038,1429
"13739","ENSG00000175832","13_ETV4",402,253,317,105,227,178
"13740","ENSG00000175854","12_SWI5",607,561,474,1552,4023,1880
"13741","ENSG00000175857","8_GAPT",1,2,7,5,17,0
"13742","ENSG00000175866","15_BAIAP2",365,322,273,620,583,702
"13743","ENSG00000175868","14_CALCB",4,4,4,12,33,7
"13744","ENSG00000175874","10_CREG2",19,23,12,51,46,38
"13745","ENSG00000175877","4_TMEM270",0,0,3,0,8,0
"13746","ENSG00000175879","9_HOXD8",37,22,45,18,97,26
"13747","ENSG00000175893","11_ZDHHC21",151,159,188,960,506,764
"13748","ENSG00000175894","18_TSPEAR",3,1,6,6,13,19
"13749","ENSG00000175895","4_PLEKHF2",600,594,486,807,811,821
"13750","ENSG00000175899","14_A2M",17646,17393,17702,126124,20661,110874
"13751","ENSG00000175906","5_ARL4D",586,624,399,1272,2427,2000
"13752","ENSG00000175920","18_DOK7",173,134,141,1514,1916,1621
"13753","ENSG00000175928","6_LRRN1",429,376,280,1469,557,1497
"13754","ENSG00000175931","13_UBE2O",879,815,826,1148,558,1786
"13755","ENSG00000175938","7_ORAI3",513,491,403,1230,1975,1632
"13756","ENSG00000175946","8_KLHL38",76,65,68,332,127,312
"13757","ENSG00000175967","4_FO393415",13,21,14,35,22,28
"13758","ENSG00000175970","11_UNC119B",463,388,497,1219,178,1288
"13759","ENSG00000175984","15_DENND2C",131,72,143,300,124,284
"13760","ENSG00000175985","10_PLEKHD1",37,17,5,25,17,33
"13761","ENSG00000176009","3_ASCL3",1,1,0,4,0,0
"13762","ENSG00000176014","13_TUBB6",7766,7817,6308,17115,26739,20677
"13763","ENSG00000176018","13_LYSMD3",929,1066,835,2336,621,1811
"13764","ENSG00000176020","9_AMIGO3",17,25,26,0,90,64
"13765","ENSG00000176022","7_B3GALT6",2389,2106,1647,3390,4749,4136
"13766","ENSG00000176024","18_ZNF613",180,199,112,598,350,769
"13767","ENSG00000176029","14_C11orf16",0,8,5,3,5,5
"13768","ENSG00000176040","13_TMPRSS7",1,3,3,11,5,19
"13769","ENSG00000176046","8_NUPR1",4544,3829,2678,4418,11982,4099
"13770","ENSG00000176049","16_JAKMIP2",107,86,53,202,151,251
"13771","ENSG00000176055","10_MBLAC2",63,89,61,268,248,387
"13772","ENSG00000176058","13_TPRN",102,78,94,284,239,291
"13773","ENSG00000176076","7_KCNE5",7,2,6,25,22,25
"13774","ENSG00000176083","17_ZNF683",0,0,0,1,1,3
"13775","ENSG00000176087","15_SLC35A4",2619,2317,1944,5863,5025,6810
"13776","ENSG00000176092","15_CRYBG2",5,5,5,11,8,3
"13777","ENSG00000176095","12_IP6K1",2296,1422,1700,2476,929,2713
"13778","ENSG00000176101","12_SSNA1",914,920,865,2538,5549,2427
"13779","ENSG00000176102","13_CSTF3",1370,1294,929,1884,1743,2321
"13780","ENSG00000176105","14_YES1",1704,1591,1401,1640,585,1941
"13781","ENSG00000176108","9_CHMP6",533,458,349,1998,2937,2277
"13782","ENSG00000176124","14_DLEU1",298,174,199,1011,2084,882
"13783","ENSG00000176125","6_UFSP1",30,21,19,45,67,34
"13784","ENSG00000176136","6_MC5R",8,1,16,22,13,17
"13785","ENSG00000176142","13_TMEM39A",1760,1759,1294,2103,1913,2304
"13786","ENSG00000176148","16_TCP11L1",336,330,265,491,441,600
"13787","ENSG00000176153","12_GPX2",2,0,3,12,2,2
"13788","ENSG00000176155","19_CCDC57",137,94,171,479,247,528
"13789","ENSG00000176160","11_HSF5",7,8,3,17,1,13
"13790","ENSG00000176165","12_FOXG1",2,0,0,3,1,3
"13791","ENSG00000176170","13_SPHK1",3225,2992,2474,925,1245,1130
"13792","ENSG00000176171","11_BNIP3",5207,4718,3197,8043,18582,11957
"13793","ENSG00000176177","10_ENTHD1",6,0,0,9,0,7
"13794","ENSG00000176182","6_MYPOP",13,8,24,35,179,44
"13795","ENSG00000176194","18_CIDEA",0,1,1,0,15,12
"13796","ENSG00000176198","3_OR11H4",1,1,1,4,0,16
"13797","ENSG00000176200","1_OR4D11",4,0,6,24,4,25
"13798","ENSG00000176204","13_LRRTM4",5,30,18,149,143,257
"13799","ENSG00000176208","9_ATAD5",232,108,166,248,157,214
"13800","ENSG00000176209","11_SMIM19",518,446,318,2219,5826,2368
"13801","ENSG00000176219","3_OR11H6",0,0,2,0,0,0
"13802","ENSG00000176222","9_ZNF404",52,23,39,183,100,195
"13803","ENSG00000176225","14_RTTN",267,225,269,747,206,644
"13804","ENSG00000176230","6_OR4K17",3,13,4,4,11,14
"13805","ENSG00000176231","2_OR10H4",1,1,0,0,1,7
"13806","ENSG00000176236","6_RPP38-DT",18,1,6,29,29,44
"13807","ENSG00000176239","7_OR51B6",0,1,1,0,0,7
"13808","ENSG00000176244","7_ACBD7",21,17,9,62,97,79
"13809","ENSG00000176246","1_OR4L1",0,1,0,0,6,3
"13810","ENSG00000176248","9_ANAPC2",82,61,117,244,331,398
"13811","ENSG00000176253","3_OR4K13",0,2,5,8,14,1
"13812","ENSG00000176256","10_HMGB4",2,0,8,2,0,0
"13813","ENSG00000176261","15_ZBTB8OS",311,327,285,938,2154,952
"13814","ENSG00000176269","3_OR4F21",0,0,1,2,1,4
"13815","ENSG00000176273","15_SLC35G1",154,107,142,620,727,456
"13816","ENSG00000176281","4_OR4K5",0,0,0,10,1,2
"13817","ENSG00000176293","19_ZNF135",80,26,23,304,157,329
"13818","ENSG00000176294","6_OR4N2",5,2,1,12,7,26
"13819","ENSG00000176299","5_OR4M1",2,0,6,20,3,9
"13820","ENSG00000176302","13_FOXR1",0,1,1,0,0,3
"13821","ENSG00000176320","2_AL138899",16,11,15,25,26,23
"13822","ENSG00000176340","4_COX8A",1427,1268,1055,7717,27282,7206
"13823","ENSG00000176349","11_AC104129",4,0,0,9,12,6
"13824","ENSG00000176358","15_TAC4",11,5,2,35,217,57
"13825","ENSG00000176371","14_ZSCAN2",175,179,152,568,536,698
"13826","ENSG00000176381","6_PRR18",2,1,4,17,10,16
"13827","ENSG00000176383","9_B3GNT4",18,30,9,6,29,52
"13828","ENSG00000176386","9_CDC26",543,420,378,1408,3233,1447
"13829","ENSG00000176387","7_HSD11B2",11,5,10,4,2,4
"13830","ENSG00000176390","12_CRLF3",357,291,249,398,259,419
"13831","ENSG00000176393","11_RNPEP",1843,1660,1236,2656,2450,3316
"13832","ENSG00000176396","11_EID2",865,632,499,2266,3254,2304
"13833","ENSG00000176399","4_DMRTA1",106,110,62,193,198,255
"13834","ENSG00000176401","6_EID2B",46,77,68,309,609,338
"13835","ENSG00000176402","6_GJC3",0,1,0,2,9,6
"13836","ENSG00000176406","23_RIMS2",45,61,35,82,153,127
"13837","ENSG00000176407","18_KCMF1",2305,2081,2073,3215,3429,3066
"13838","ENSG00000176410","8_DNAJC30",155,122,95,603,1315,753
"13839","ENSG00000176422","14_SPRYD4",108,112,114,801,1300,791
"13840","ENSG00000176428","6_VPS37D",44,28,23,216,344,155
"13841","ENSG00000176435","7_CLEC14A",5,5,5,25,11,10
"13842","ENSG00000176438","12_SYNE3",158,127,56,123,72,164
"13843","ENSG00000176444","19_CLK2",616,505,471,821,706,1122
"13844","ENSG00000176454","14_LPCAT4",721,674,873,1876,2396,1880
"13845","ENSG00000176463","14_SLCO3A1",1964,1503,1733,5673,4368,5700
"13846","ENSG00000176472","10_ZNF575",15,6,2,55,56,63
"13847","ENSG00000176473","13_WDR25",328,315,252,862,1388,1018
"13848","ENSG00000176476","9_SGF29",250,272,160,646,909,653
"13849","ENSG00000176485","11_PLAAT3",783,795,703,2621,3919,2206
"13850","ENSG00000176490","5_DIRAS1",27,16,62,298,199,205
"13851","ENSG00000176495","3_OR5AN1",1,9,7,2,2,3
"13852","ENSG00000176515","1_AL033381",0,3,0,9,0,0
"13853","ENSG00000176531","10_PHLDB3",57,41,44,143,260,265
"13854","ENSG00000176532","4_PRR15",19,38,28,29,25,42
"13855","ENSG00000176533","13_GNG7",120,84,72,944,1055,1116
"13856","ENSG00000176540","3_OR4C5",0,0,1,2,12,6
"13857","ENSG00000176542","10_USF3",123,114,176,441,340,356
"13858","ENSG00000176547","9_OR4C3",0,0,3,0,2,0
"13859","ENSG00000176555","1_OR4S1",2,0,0,1,2,0
"13860","ENSG00000176563","10_CNTD1",31,24,18,34,39,61
"13861","ENSG00000176566","5_DCAF4L2",3,0,2,23,10,9
"13862","ENSG00000176567","1_OR4X1",0,0,0,0,0,0
"13863","ENSG00000176571","12_CNBD1",5,16,1,10,8,4
"13864","ENSG00000176593","8_AC008969",31,28,16,182,260,240
"13865","ENSG00000176595","4_KBTBD11",295,187,231,524,162,879
"13866","ENSG00000176597","12_B3GNT5",259,333,234,423,146,503
"13867","ENSG00000176601","13_MAP3K19",10,9,11,14,24,17
"13868","ENSG00000176605","8_C14orf177",5,3,4,2,4,3
"13869","ENSG00000176619","13_LMNB2",1796,1219,1062,1872,671,2550
"13870","ENSG00000176623","12_RMDN1",521,626,441,3397,3774,3799
"13871","ENSG00000176624","11_MEX3C",730,870,485,1310,534,1404
"13872","ENSG00000176635","18_HORMAD2",5,5,1,3,0,3
"13873","ENSG00000176641","11_RNF152",166,177,130,191,95,165
"13874","ENSG00000176658","17_MYO1D",1574,1101,1842,2395,442,3837
"13875","ENSG00000176659","9_C20orf197",1,9,9,13,1,14
"13876","ENSG00000176678","5_FOXL1",99,81,62,31,45,49
"13877","ENSG00000176679","8_TGIF2LY",0,0,0,0,0,0
"13878","ENSG00000176681","14_LRRC37A",86,84,64,201,126,215
"13879","ENSG00000176692","8_FOXC2",1123,722,723,793,1156,1053
"13880","ENSG00000176695","8_OR4F17",9,5,1,16,2,16
"13881","ENSG00000176697","19_BDNF",1946,1768,1458,1712,2407,2128
"13882","ENSG00000176714","9_CCDC121",29,48,30,404,279,363
"13883","ENSG00000176715","17_ACSF3",366,375,299,847,818,799
"13884","ENSG00000176720","6_BOK",912,855,904,2338,2755,3076
"13885","ENSG00000176723","10_ZNF843",24,21,10,91,111,92
"13886","ENSG00000176728","9_TTTY14",0,0,0,0,1,1
"13887","ENSG00000176731","12_RBIS",423,396,350,1516,5241,1463
"13888","ENSG00000176732","7_PFN4",15,5,8,72,95,47
"13889","ENSG00000176742","2_OR51V1",4,9,2,5,0,3
"13890","ENSG00000176746","6_MAGEB6",0,4,0,8,0,10
"13891","ENSG00000176749","9_CDK5R1",620,596,583,173,29,241
"13892","ENSG00000176753","5_C15orf56",2,2,12,8,18,15
"13893","ENSG00000176754","13_LINC00303",1,11,0,3,0,2
"13894","ENSG00000176769","9_TCERG1L",8,19,8,29,33,2
"13895","ENSG00000176771","17_NCKAP5",203,190,192,580,275,546
"13896","ENSG00000176774","6_MAGEB18",1,6,0,3,0,0
"13897","ENSG00000176782","3_DEFB104A",0,0,0,0,0,0
"13898","ENSG00000176783","15_RUFY1",1596,1407,1165,2289,1012,2180
"13899","ENSG00000176787","2_OR52E2",0,1,7,0,1,3
"13900","ENSG00000176788","9_BASP1",4664,4040,3270,3518,6505,4331
"13901","ENSG00000176797","4_DEFB103A",0,0,0,0,0,3
"13902","ENSG00000176798","2_OR51L1",11,2,6,8,14,6
"13903","ENSG00000176809","10_LRRC37A3",145,91,132,222,185,317
"13904","ENSG00000176834","14_VSIG10",129,83,91,201,209,230
"13905","ENSG00000176840","12_MIR7-3HG",10,3,1,2,2,6
"13906","ENSG00000176842","15_IRX5",120,134,66,360,574,410
"13907","ENSG00000176845","13_METRNL",679,449,547,1122,1891,1211
"13908","ENSG00000176853","16_FAM91A1",2229,2463,1977,2502,434,2794
"13909","ENSG00000176868","2_AL358781",0,1,37,127,596,13
"13910","ENSG00000176871","8_WSB2",5177,4379,4330,7824,7174,8486
"13911","ENSG00000176884","15_GRIN1",3,7,25,8,4,5
"13912","ENSG00000176887","7_SOX11",287,250,208,400,862,419
"13913","ENSG00000176890","16_TYMS",733,492,354,4253,6577,4946
"13914","ENSG00000176893","5_OR51G2",0,1,2,4,0,14
"13915","ENSG00000176894","10_PXMP2",222,179,163,1169,3225,1461
"13916","ENSG00000176895","9_OR51A7",0,1,0,0,2,4
"13917","ENSG00000176896","8_TCEANC",69,59,34,217,156,222
"13918","ENSG00000176900","2_OR51T1",1,6,0,4,0,2
"13919","ENSG00000176903","5_PNMA1",1855,1612,1432,7114,4862,8278
"13920","ENSG00000176907","5_TCIM",54,54,3,7,3,15
"13921","ENSG00000176909","12_MAMSTR",18,18,29,108,219,128
"13922","ENSG00000176912","5_TYMSOS",16,16,15,156,482,153
"13923","ENSG00000176915","15_ANKLE2",3389,3610,2818,4384,1385,4621
"13924","ENSG00000176919","13_C8G",4,2,2,11,16,9
"13925","ENSG00000176920","13_FUT2",4,21,17,32,40,30
"13926","ENSG00000176922","4_OR51S1",3,2,2,0,0,3
"13927","ENSG00000176925","7_OR51F2",6,1,1,0,2,2
"13928","ENSG00000176927","15_EFCAB5",51,66,70,65,55,84
"13929","ENSG00000176928","7_GCNT4",26,28,17,28,27,30
"13930","ENSG00000176945","17_MUC20",15,40,48,204,106,227
"13931","ENSG00000176946","12_THAP4",1105,1030,1024,3126,4601,3358
"13932","ENSG00000176953","12_NFATC2IP",524,475,513,1421,1154,1609
"13933","ENSG00000176956","12_LY6H",0,5,0,9,13,7
"13934","ENSG00000176971","4_FIBIN",76,165,70,530,679,625
"13935","ENSG00000176973","8_FAM89B",2762,2469,2064,4425,10384,4598
"13936","ENSG00000176974","20_SHMT1",99,121,123,615,764,671
"13937","ENSG00000176978","14_DPP7",371,275,253,894,1753,1247
"13938","ENSG00000176979","14_TRIM60",6,2,1,9,4,9
"13939","ENSG00000176984","6_AP000679",0,0,0,5,1,5
"13940","ENSG00000176986","16_SEC24C",2724,2403,2458,6278,1982,7686
"13941","ENSG00000176988","9_FMR1NB",0,0,0,4,0,1
"13942","ENSG00000176994","11_SMCR8",327,252,591,368,67,460
"13943","ENSG00000177000","13_MTHFR",688,602,891,2283,1237,2572
"13944","ENSG00000177023","2_DEFB104B",0,1,0,0,0,0
"13945","ENSG00000177025","3_C19orf18",16,3,16,19,48,37
"13946","ENSG00000177030","16_DEAF1",1374,1230,1057,3360,4067,3836
"13947","ENSG00000177034","16_MTX3",179,227,177,971,548,850
"13948","ENSG00000177042","14_TMEM80",152,148,162,587,1349,604
"13949","ENSG00000177045","10_SIX5",216,192,145,594,877,739
"13950","ENSG00000177047","6_IFNW1",5,3,2,5,5,8
"13951","ENSG00000177051","6_FBXO46",176,161,187,703,602,537
"13952","ENSG00000177054","14_ZDHHC13",596,611,554,2003,1696,1788
"13953","ENSG00000177058","12_SLC38A9",326,336,269,676,534,717
"13954","ENSG00000177076","6_ACER2",77,45,45,123,25,77
"13955","ENSG00000177082","12_WDR73",663,733,595,1815,1774,1796
"13956","ENSG00000177084","18_POLE",235,347,342,767,87,968
"13957","ENSG00000177096","9_PHETA2",11,7,7,10,2,1
"13958","ENSG00000177098","8_SCN4B",75,39,77,417,29,302
"13959","ENSG00000177103","15_DSCAML1",21,6,9,51,28,4
"13960","ENSG00000177105","10_RHOG",508,522,509,701,1702,791
"13961","ENSG00000177106","16_EPS8L2",68,98,69,109,29,318
"13962","ENSG00000177108","5_ZDHHC22",0,1,1,13,43,62
"13963","ENSG00000177112","8_MRVI1-AS1",0,2,2,25,40,18
"13964","ENSG00000177119","16_ANO6",3741,3659,2862,9716,5314,10980
"13965","ENSG00000177125","5_ZBTB34",462,312,367,1051,334,1176
"13966","ENSG00000177133","11_PRDM16-DT",17,14,10,183,274,174
"13967","ENSG00000177138","17_FAM9B",0,4,5,23,11,19
"13968","ENSG00000177143","5_CETN1",8,0,0,9,0,0
"13969","ENSG00000177144","7_NUDT4B",2215,2352,1585,6242,5981,7032
"13970","ENSG00000177150","13_FAM210A",516,547,477,1014,1367,929
"13971","ENSG00000177151","4_OR2T35",0,0,1,1,0,0
"13972","ENSG00000177156","11_TALDO1",2057,1605,1654,4993,8585,5813
"13973","ENSG00000177169","10_ULK1",258,230,259,616,593,748
"13974","ENSG00000177174","1_OR14C36",0,0,0,2,6,0
"13975","ENSG00000177181","15_RIMKLA",200,114,224,1434,1638,1246
"13976","ENSG00000177182","11_CLVS1",5,15,7,3,10,15
"13977","ENSG00000177186","3_OR2M7",1,0,0,3,0,2
"13978","ENSG00000177189","14_RPS6KA3",1428,1288,1381,1888,731,2282
"13979","ENSG00000177191","2_B3GNT8",27,51,37,155,426,277
"13980","ENSG00000177192","14_PUS1",93,105,89,167,256,176
"13981","ENSG00000177200","17_CHD9",3111,2787,2181,4217,4081,3513
"13982","ENSG00000177201","2_OR2T12",0,6,1,18,8,11
"13983","ENSG00000177202","3_SPACA4",0,0,0,0,0,0
"13984","ENSG00000177212","4_OR2T33",7,3,6,51,52,16
"13985","ENSG00000177225","17_GATD1",232,224,167,794,1461,931
"13986","ENSG00000177234","7_LINC01561",9,6,16,1,0,8
"13987","ENSG00000177238","14_TRIM72",7,19,10,39,26,13
"13988","ENSG00000177239","15_MAN1B1",3384,3205,2336,4247,3446,6127
"13989","ENSG00000177243","3_DEFB103B",4,2,0,4,4,0
"13990","ENSG00000177257","3_DEFB4B",0,0,0,0,0,0
"13991","ENSG00000177272","9_KCNA3",1,5,0,8,15,10
"13992","ENSG00000177275","4_OR2AJ1",1,0,0,4,2,5
"13993","ENSG00000177283","7_FZD8",116,97,66,438,710,423
"13994","ENSG00000177291","4_GJD4",1,0,5,4,3,0
"13995","ENSG00000177294","7_FBXO39",6,9,3,11,20,10
"13996","ENSG00000177300","6_CLDN22",0,0,0,0,0,0
"13997","ENSG00000177301","15_KCNA2",22,4,10,22,8,54
"13998","ENSG00000177302","15_TOP3A",706,696,650,1164,493,1495
"13999","ENSG00000177303","10_CASKIN2",269,217,271,797,382,906
"14000","ENSG00000177311","11_ZBTB38",1137,969,885,2090,957,2723
"14001","ENSG00000177324","14_BEND2",5,0,1,23,2,13
"14002","ENSG00000177335","11_C8orf31",8,21,4,13,32,30
"14003","ENSG00000177337","8_DLGAP1-AS1",38,31,27,205,664,251
"14004","ENSG00000177338","14_LINC00469",0,3,0,17,13,0
"14005","ENSG00000177340","5_AC024940",11,6,13,24,30,35
"14006","ENSG00000177352","10_CCDC71",86,58,73,194,297,282
"14007","ENSG00000177354","12_C10orf71",30,36,19,518,175,418
"14008","ENSG00000177363","5_LRRN4CL",20,1,19,22,3,24
"14009","ENSG00000177369","9_AC004797",19,15,13,45,16,26
"14010","ENSG00000177370","5_TIMM22",1150,1023,909,3163,4819,2901
"14011","ENSG00000177374","13_HIC1",902,580,890,613,716,871
"14012","ENSG00000177380","14_PPFIA3",249,162,192,279,420,301
"14013","ENSG00000177383","5_MAGEF1",1309,1231,945,4541,5055,4650
"14014","ENSG00000177398","18_UMODL1",1,7,2,16,7,6
"14015","ENSG00000177406","5_NINJ2-AS1",15,11,12,160,156,135
"14016","ENSG00000177409","12_SAMD9L",492,1012,144,162,205,190
"14017","ENSG00000177410","13_ZFAS1",516,463,418,1145,3562,1196
"14018","ENSG00000177414","13_UBE2U",6,9,27,4,1,1
"14019","ENSG00000177425","11_PAWR",1205,1267,1063,2573,2519,2680
"14020","ENSG00000177426","20_TGIF1",2521,2516,2018,1961,3074,2341
"14021","ENSG00000177427","13_MIEF2",324,461,318,1470,1425,1785
"14022","ENSG00000177432","8_NAP1L5",89,67,38,331,352,387
"14023","ENSG00000177453","7_NIM1K",63,73,31,52,19,18
"14024","ENSG00000177455","15_CD19",0,1,0,1,0,4
"14025","ENSG00000177459","11_ERICH5",46,83,100,575,637,795
"14026","ENSG00000177462","7_OR2T8",6,6,9,54,20,13
"14027","ENSG00000177463","15_NR2C2",458,522,529,1422,337,1555
"14028","ENSG00000177464","5_GPR4",7,8,2,13,2,11
"14029","ENSG00000177465","4_ACOT4",28,28,13,80,111,96
"14030","ENSG00000177468","7_OLIG3",0,1,0,0,0,3
"14031","ENSG00000177469","13_CAVIN1",26326,19530,17202,30749,18937,43760
"14032","ENSG00000177476","3_OR2G3",0,0,7,3,0,1
"14033","ENSG00000177479","19_ARIH2",2959,2629,2459,5634,3364,5927
"14034","ENSG00000177483","11_RBM44",64,33,95,39,28,23
"14035","ENSG00000177485","7_ZBTB33",576,591,435,825,144,774
"14036","ENSG00000177489","1_OR2G2",0,0,0,4,6,1
"14037","ENSG00000177494","6_ZBED2",5,1,0,9,2,1
"14038","ENSG00000177504","10_VCX2",0,0,0,0,0,0
"14039","ENSG00000177508","12_IRX3",107,99,67,388,698,295
"14040","ENSG00000177511","6_ST8SIA3",5,2,17,33,7,8
"14041","ENSG00000177519","4_RPRM",17,4,1,8,10,14
"14042","ENSG00000177535","8_OR2B11",5,13,5,36,18,9
"14043","ENSG00000177542","11_SLC25A22",323,207,181,451,440,615
"14044","ENSG00000177548","13_RABEP2",361,249,316,667,559,795
"14045","ENSG00000177551","5_NHLH2",9,19,2,14,18,46
"14046","ENSG00000177553","6_C1orf167-AS1",3,4,0,2,4,1
"14047","ENSG00000177556","12_ATOX1",930,847,615,2293,7361,2566
"14048","ENSG00000177558","3_FAM187B",1,0,3,1,0,5
"14049","ENSG00000177565","17_TBL1XR1",3056,3222,2948,8551,5661,8129
"14050","ENSG00000177570","14_SAMD12",101,111,88,524,456,432
"14051","ENSG00000177575","12_CD163",0,2,5,4,4,1
