"","ENSEMBL","SYMBOL","Cov1","Cov2","Cov3","Mock1","Mock2","Mock3"
"13280","ENSG00000173250","2_GPR151",4,15,9,27,2,35
"13281","ENSG00000173253","15_DMRT2",0,2,10,21,6,10
"13282","ENSG00000173258","13_ZNF483",84,108,92,355,170,224
"13283","ENSG00000173261","9_PLAC8L1",17,32,7,10,19,19
"13284","ENSG00000173262","11_SLC2A14",10,11,10,11,3,14
"13285","ENSG00000173264","14_GPR137",484,385,494,1507,2596,1481
"13286","ENSG00000173267","14_SNCG",25,20,8,12,85,23
"13287","ENSG00000173269","14_MMRN2",38,78,46,75,15,70
"13288","ENSG00000173272","16_MZT2A",731,557,487,1578,4314,1706
"13289","ENSG00000173273","16_TNKS",1109,1083,969,2461,1098,3147
"13290","ENSG00000173275","13_ZNF449",146,202,145,1201,430,1302
"13291","ENSG00000173276","14_ZBTB21",1204,1021,773,464,188,545
"13292","ENSG00000173281","5_PPP1R3B",881,849,598,3103,1143,3058
"13293","ENSG00000173285","4_OR10K1",2,1,5,20,14,28
"13294","ENSG00000173302","5_GPR148",0,2,10,17,13,0
"13295","ENSG00000173320","12_STOX2",508,391,339,835,682,981
"13296","ENSG00000173327","8_MAP3K11",685,449,699,1074,686,1267
"13297","ENSG00000173334","4_TRIB1",3736,3384,2985,8150,3360,8579
"13298","ENSG00000173335","4_CST9",2,0,0,0,0,0
"13299","ENSG00000173338","12_KCNK7",15,2,7,0,25,0
"13300","ENSG00000173349","6_SFT2D3",0,0,0,93,339,17
"13301","ENSG00000173366","11_AC097637",15,18,60,41,10,22
"13302","ENSG00000173369","16_C1QB",0,0,1,0,0,4
"13303","ENSG00000173372","17_C1QA",0,0,0,7,0,1
"13304","ENSG00000173376","14_NDNF",318,311,144,665,172,692
"13305","ENSG00000173389","16_IQCF1",0,4,0,0,0,1
"13306","ENSG00000173391","9_OLR1",853,607,465,648,639,538
"13307","ENSG00000173401","10_GLIPR1L1",1,1,0,1,1,0
"13308","ENSG00000173402","12_DAG1",2413,2019,3007,8748,3075,10358
"13309","ENSG00000173404","5_INSM1",3,8,0,2,2,3
"13310","ENSG00000173406","15_DAB1",466,480,406,3525,1308,2868
"13311","ENSG00000173409","14_ARV1",290,250,252,1168,2685,1439
"13312","ENSG00000173418","12_NAA20",673,753,514,2844,6473,2732
"13313","ENSG00000173421","17_CCDC36",25,59,27,28,15,35
"13314","ENSG00000173431","2_RNASE8",6,0,0,4,0,0
"13315","ENSG00000173432","12_SAA1",138,94,64,2,26,5
"13316","ENSG00000173436","15_MICOS10",1605,1396,1239,6976,18473,6073
"13317","ENSG00000173442","13_EHBP1L1",409,297,200,251,175,415
"13318","ENSG00000173451","7_THAP2",410,429,339,720,659,590
"13319","ENSG00000173452","13_TMEM196",1,1,4,8,2,1
"13320","ENSG00000173456","5_RNF26",1288,1090,1044,2032,2052,2838
"13321","ENSG00000173457","11_PPP1R14B",2969,2619,2545,5551,14759,5912
"13322","ENSG00000173464","14_RNASE11",2,0,0,0,0,2
"13323","ENSG00000173465","8_ZNRD2",664,536,650,1184,3365,1120
"13324","ENSG00000173467","9_AGR3",0,4,1,7,1,1
"13325","ENSG00000173473","11_SMARCC1",3164,2798,2104,6954,2855,9441
"13326","ENSG00000173480","11_ZNF417",112,165,85,519,346,579
"13327","ENSG00000173482","16_PTPRM",2741,1962,2196,5044,920,5831
"13328","ENSG00000173486","13_FKBP2",626,578,526,1357,3886,1356
"13329","ENSG00000173511","9_VEGFB",886,595,639,2144,4297,2636
"13330","ENSG00000173517","10_PEAK1",1088,1071,659,2720,1913,3061
"13331","ENSG00000173530","6_TNFRSF10D",10726,2210,7759,3351,1036,4231
"13332","ENSG00000173531","15_MST1",103,90,63,290,275,489
"13333","ENSG00000173535","14_TNFRSF10C",74,32,38,148,116,163
"13334","ENSG00000173540","13_GMPPB",1017,905,666,1842,1885,1995
"13335","ENSG00000173542","8_MOB1B",276,326,246,799,308,688
"13336","ENSG00000173545","5_ZNF622",1834,1741,1419,4969,4594,4851
"13337","ENSG00000173546","7_CSPG4",528,467,511,1064,356,1471
"13338","ENSG00000173548","8_SNX33",805,596,746,867,507,1221
"13339","ENSG00000173557","15_FAM166C",1,0,1,1,0,3
"13340","ENSG00000173559","13_NABP1",397,400,298,341,307,430
"13341","ENSG00000173567","15_ADGRF3",14,17,5,10,8,15
"13342","ENSG00000173572","11_NLRP13",8,4,6,9,4,6
"13343","ENSG00000173575","22_CHD2",9428,9822,6347,3152,2372,4610
"13344","ENSG00000173578","7_XCR1",1,2,7,8,11,3
"13345","ENSG00000173581","8_CCDC106",248,166,186,910,1189,796
"13346","ENSG00000173585","16_CCR9",3,0,0,4,2,46
"13347","ENSG00000173588","15_CEP83",251,219,330,1478,1262,1281
"13348","ENSG00000173597","9_SULT1B1",114,152,143,350,330,373
"13349","ENSG00000173598","14_NUDT4",7174,7871,5621,24815,13913,26546
"13350","ENSG00000173599","15_PC",597,326,479,670,221,410
"13351","ENSG00000173610","12_UGT2A1",6,4,15,3,0,7
"13352","ENSG00000173611","17_SCAI",282,183,144,556,577,533
"13353","ENSG00000173612","9_GPRC6A",3,1,6,8,7,2
"13354","ENSG00000173614","14_NMNAT1",272,186,195,1209,1310,1169
"13355","ENSG00000173621","9_LRFN4",464,268,350,807,856,1162
"13356","ENSG00000173626","10_TRAPPC3L",17,9,3,20,19,25
"13357","ENSG00000173627","8_APOBEC4",2,1,0,17,2,15
"13358","ENSG00000173638","19_SLC19A1",418,400,294,474,762,705
"13359","ENSG00000173641","17_HSPB7",3867,3376,2671,104619,138149,109973
"13360","ENSG00000173653","8_RCE1",254,265,219,421,890,410
"13361","ENSG00000173660","12_UQCRH",1269,1109,1008,6322,17648,5870
"13362","ENSG00000173662","21_TAS1R1",0,4,0,6,28,2
"13363","ENSG00000173673","8_HES3",0,0,0,1,0,0
"13364","ENSG00000173674","11_EIF1AX",616,794,614,2425,5810,2677
"13365","ENSG00000173678","14_SPDYE2B",33,37,31,145,50,113
"13366","ENSG00000173679","2_OR1L1",0,0,0,1,0,5
"13367","ENSG00000173681","16_BCLAF3",115,174,102,341,224,547
"13368","ENSG00000173692","13_PSMD1",4449,4572,3750,13893,7083,15383
"13369","ENSG00000173698","18_ADGRG2",12,17,8,31,21,7
"13370","ENSG00000173699","16_SPATA3",7,7,5,15,4,18
"13371","ENSG00000173702","7_MUC13",5,3,2,5,2,9
"13372","ENSG00000173705","9_SUSD5",26,67,25,362,97,535
"13373","ENSG00000173706","14_HEG1",12361,9427,9995,9113,2981,11550
"13374","ENSG00000173714","8_WFIKKN2",7,3,6,5,4,7
"13375","ENSG00000173715","16_C11orf80",258,173,232,588,625,750
"13376","ENSG00000173726","11_TOMM20",2033,2034,1242,4827,5328,5039
"13377","ENSG00000173728","11_C1orf100",1,6,1,7,0,1
"13378","ENSG00000173744","17_AGFG1",2566,2622,1873,5607,4192,5640
"13379","ENSG00000173757","10_STAT5B",1262,1336,1101,3322,907,3988
"13380","ENSG00000173762","8_CD7",2,0,1,2,0,0
"13381","ENSG00000173769","4_TOPAZ1",3,4,3,6,4,0
"13382","ENSG00000173786","17_CNP",4114,4355,2726,4915,3823,6230
"13383","ENSG00000173801","17_JUP",6900,5638,5783,16069,14503,20840
"13384","ENSG00000173805","16_HAP1",54,37,110,29,13,18
"13385","ENSG00000173809","18_TDRD12",45,16,7,31,24,16
"13386","ENSG00000173811","11_CCDC13-AS1",17,20,16,26,3,19
"13387","ENSG00000173812","11_EIF1",10028,8265,7560,14871,32373,21024
"13388","ENSG00000173818","17_ENDOV",369,363,306,749,1177,923
"13389","ENSG00000173821","19_RNF213",1117,1376,794,1374,1063,1660
"13390","ENSG00000173825","7_TIGD3",81,99,121,28,33,66
"13391","ENSG00000173826","14_KCNH6",11,10,6,8,11,10
"13392","ENSG00000173838","12_MARCHF10",13,11,3,28,26,25
"13393","ENSG00000173846","13_PLK3",2063,1873,1436,1200,1298,1502
"13394","ENSG00000173848","19_NET1",944,771,742,900,449,1011
"13395","ENSG00000173852","14_DPY19L1",2099,2411,1838,3683,951,3356
"13396","ENSG00000173862","3_AC008080",0,0,0,0,1,1
"13397","ENSG00000173867","10_AC013489",79,99,19,307,250,281
"13398","ENSG00000173868","11_PHOSPHO1",4,11,18,4,11,4
"13399","ENSG00000173875","14_ZNF791",447,429,338,1002,946,1278
"13400","ENSG00000173889","16_PHC3",897,927,635,1282,1343,1569
"13401","ENSG00000173890","17_GPR160",20,31,15,43,105,42
"13402","ENSG00000173894","11_CBX2",158,99,142,416,129,377
"13403","ENSG00000173898","13_SPTBN2",80,37,91,53,50,142
"13404","ENSG00000173905","9_GOLIM4",852,773,534,2749,2313,2454
"13405","ENSG00000173908","9_KRT28",2,0,1,0,0,0
"13406","ENSG00000173914","12_RBM4B",453,529,448,1487,1840,1627
"13407","ENSG00000173915","16_ATP5MD",1334,1244,974,6549,20599,4981
"13408","ENSG00000173917","10_HOXB2",919,922,613,1447,3664,1452
"13409","ENSG00000173918","15_C1QTNF1",740,437,701,365,388,382
"13410","ENSG00000173926","6_MARCHF3",1964,1893,1584,5382,7639,5809
"13411","ENSG00000173928","3_SWSAP1",55,35,28,171,380,113
"13412","ENSG00000173930","9_SLCO4C1",3,5,1,12,0,30
"13413","ENSG00000173933","20_RBM4",2431,2518,1904,5787,7772,6651
"13414","ENSG00000173947","14_PIFO",73,87,94,855,1290,642
"13415","ENSG00000173950","16_XXYLT1",1444,1490,1069,2527,2651,2857
"13416","ENSG00000173960","14_UBXN2A",623,616,433,1366,1907,1518
"13417","ENSG00000173976","15_RAX2",0,0,0,0,1,0
"13418","ENSG00000173988","12_LRRC63",2,0,4,15,0,12
"13419","ENSG00000173991","6_TCAP",295,265,147,7399,17583,6393
"13420","ENSG00000173992","9_CCS",376,318,283,1235,1967,1479
"13421","ENSG00000174004","6_NRROS",4,1,6,18,5,12
"13422","ENSG00000174007","8_CEP19",67,78,78,392,433,365
"13423","ENSG00000174010","9_KLHL15",559,532,345,392,70,550
"13424","ENSG00000174013","8_FBXO45",396,292,255,609,583,933
"13425","ENSG00000174015","10_CBY2",1,3,3,6,0,1
"13426","ENSG00000174016","11_TENT5D",1,1,0,9,7,13
"13427","ENSG00000174021","11_GNG5",3993,3385,2833,15802,51951,15621
"13428","ENSG00000174032","17_SLC25A30",197,144,148,617,253,590
"13429","ENSG00000174038","13_C9orf131",27,24,18,15,1,15
"13430","ENSG00000174059","17_CD34",15,56,13,43,59,105
"13431","ENSG00000174080","11_CTSF",587,440,507,1355,1666,1750
"13432","ENSG00000174099","11_MSRB3",3073,2772,2336,12919,11613,15123
"13433","ENSG00000174106","3_LEMD3",1851,1806,1137,1553,806,1793
"13434","ENSG00000174109","5_C16orf91",300,268,252,783,1883,899
"13435","ENSG00000174123","11_TLR10",22,2,15,24,12,14
"13436","ENSG00000174125","8_TLR1",53,16,10,77,81,60
"13437","ENSG00000174130","12_TLR6",34,10,11,44,33,82
"13438","ENSG00000174132","9_FAM174A",457,520,340,953,1948,1040
"13439","ENSG00000174136","13_RGMB",521,631,510,906,563,940
"13440","ENSG00000174137","12_FAM53A",70,77,54,86,33,52
"13441","ENSG00000174145","8_NWD2",6,20,1,11,8,15
"13442","ENSG00000174151","14_CYB561D1",155,47,114,457,206,692
"13443","ENSG00000174156","15_GSTA3",2,3,0,3,0,1
"13444","ENSG00000174165","8_ZDHHC24",400,401,271,623,1504,820
"13445","ENSG00000174171","6_AC020659",2,0,5,18,34,29
"13446","ENSG00000174173","7_TRMT10C",800,763,699,2335,4393,2150
"13447","ENSG00000174175","17_SELP",113,84,66,94,26,97
"13448","ENSG00000174177","13_CTU2",193,206,142,367,625,474
"13449","ENSG00000174197","16_MGA",1287,1711,761,2650,692,3318
"13450","ENSG00000174206","12_C12orf66",57,73,48,216,154,191
"13451","ENSG00000174225","15_ARL13A",0,4,0,1,1,1
"13452","ENSG00000174226","9_SNX31",20,15,15,22,1,5
"13453","ENSG00000174227","16_PIGG",1357,1362,1108,1823,796,2188
"13454","ENSG00000174231","17_PRPF8",4574,3997,5555,11777,1867,14938
"13455","ENSG00000174233","11_ADCY6",1985,1492,2472,5896,1755,7821
"13456","ENSG00000174236","4_REP15",2,12,12,25,37,48
"13457","ENSG00000174238","15_PITPNA",2206,2046,2145,7751,3456,8873
"13458","ENSG00000174243","10_DDX23",1619,1309,1200,3276,1258,3665
"13459","ENSG00000174255","6_ZNF80",0,0,1,0,1,0
"13460","ENSG00000174276","7_ZNHIT2",400,418,310,732,1768,793
"13461","ENSG00000174279","4_EVX2",1,4,4,8,10,6
"13462","ENSG00000174282","12_ZBTB4",1202,613,1143,2153,1002,2468
"13463","ENSG00000174292","12_TNK1",66,48,45,197,258,279
"13464","ENSG00000174306","21_ZHX3",654,624,485,1544,623,1326
"13465","ENSG00000174307","7_PHLDA3",4043,3369,3024,6345,8944,6778
"13466","ENSG00000174325","5_DIRC1",7,12,9,8,5,18
"13467","ENSG00000174326","13_SLC16A11",4,0,2,21,12,15
"13468","ENSG00000174327","7_SLC16A13",20,20,13,38,48,43
"13469","ENSG00000174332","5_GLIS1",45,33,24,52,42,50
"13470","ENSG00000174339","2_OR2Y1",0,0,1,0,0,0
"13471","ENSG00000174343","6_CHRNA9",1,3,0,22,7,1
"13472","ENSG00000174348","14_PODN",339,288,293,1093,814,1315
"13473","ENSG00000174358","16_SLC6A19",1,0,3,2,2,1
"13474","ENSG00000174365","20_SNHG11",171,190,129,581,1343,726
"13475","ENSG00000174370","10_C11orf45",16,14,10,40,57,43
"13476","ENSG00000174371","17_EXO1",27,15,19,292,122,390
"13477","ENSG00000174373","16_RALGAPA1",518,492,389,2140,822,2063
"13478","ENSG00000174403","16_MIR1-1HG-AS1",83,35,73,1322,791,1003
"13479","ENSG00000174405","13_LIG4",1083,1103,770,2062,625,1769
"13480","ENSG00000174407","13_MIR1-1HG",1,2,5,18,62,30
"13481","ENSG00000174417","2_TRHR",2,0,1,9,3,0
"13482","ENSG00000174428","18_GTF2IRD2B",745,585,483,2364,2124,2724
"13483","ENSG00000174429","4_ABRA",169,153,158,296,163,175
"13484","ENSG00000174437","17_ATP2A2",12488,9851,13984,40162,12106,34754
"13485","ENSG00000174442","12_ZWILCH",379,478,307,1388,1079,1598
"13486","ENSG00000174444","15_RPL4",8376,7028,6051,17211,26957,20014
"13487","ENSG00000174446","13_SNAPC5",224,279,209,1216,2532,1354
"13488","ENSG00000174448","8_STARD6",0,0,0,1,8,5
"13489","ENSG00000174450","12_GOLGA6L2",2,8,5,16,21,6
"13490","ENSG00000174453","10_VWC2L",11,21,7,31,10,9
"13491","ENSG00000174456","14_C12orf76",119,63,88,411,986,348
"13492","ENSG00000174460","4_ZCCHC12",38,52,64,214,235,239
"13493","ENSG00000174469","23_CNTNAP2",133,113,71,273,130,341
"13494","ENSG00000174473","16_GALNTL6",18,24,21,76,124,148
"13495","ENSG00000174482","10_LINGO2",252,215,275,191,102,225
"13496","ENSG00000174483","20_BBS1",417,317,290,2265,1327,2831
"13497","ENSG00000174485","15_DENND4A",553,770,465,872,324,736
"13498","ENSG00000174498","14_IGDCC3",12,8,5,41,8,40
"13499","ENSG00000174500","13_GCSAM",9,7,7,51,13,32
"13500","ENSG00000174501","14_ANKRD36C",369,337,321,1105,1288,1481
"13501","ENSG00000174502","19_SLC26A9",49,59,20,843,471,771
"13502","ENSG00000174514","13_MFSD4A",8,13,23,38,41,49
"13503","ENSG00000174516","15_PELI3",93,101,101,393,334,426
"13504","ENSG00000174521","7_TTC9B",11,15,17,38,21,4
"13505","ENSG00000174527","9_MYO1H",6,16,8,32,48,26
"13506","ENSG00000174529","7_TMEM81",19,23,21,30,29,31
"13507","ENSG00000174547","13_MRPL11",343,327,311,1561,3760,1583
"13508","ENSG00000174562","13_KLK15",0,0,0,0,0,5
"13509","ENSG00000174564","13_IL20RB",95,131,18,78,116,146
"13510","ENSG00000174567","8_GOLT1A",3,5,3,0,21,4
"13511","ENSG00000174574","16_AKIRIN1",3266,3589,2810,7275,7611,7085
"13512","ENSG00000174576","10_NPAS4",11,19,24,30,8,17
"13513","ENSG00000174579","4_MSL2",663,587,505,1372,460,1291
"13514","ENSG00000174586","11_ZNF497",43,28,60,163,61,366
"13515","ENSG00000174599","5_TRAM1L1",88,56,39,201,341,267
"13516","ENSG00000174600","14_CMKLR1",156,205,110,803,317,737
"13517","ENSG00000174606","14_ANGEL2",284,223,210,969,618,1003
"13518","ENSG00000174607","11_UGT8",29,19,8,305,98,176
"13519","ENSG00000174611","12_KY",3,2,1,48,24,62
"13520","ENSG00000174628","16_IQCK",149,111,112,575,981,537
"13521","ENSG00000174640","15_SLCO2A1",260,219,138,103,38,142
"13522","ENSG00000174652","19_ZNF266",261,273,286,907,237,1048
"13523","ENSG00000174667","4_OR7D4",6,7,2,17,1,2
"13524","ENSG00000174669","12_SLC29A2",114,108,150,924,631,697
"13525","ENSG00000174672","16_BRSK2",68,98,102,90,127,89
"13526","ENSG00000174680","10_GRIK1-AS1",21,36,30,26,1,52
"13527","ENSG00000174684","7_B4GAT1",987,1069,892,4317,5356,3919
"13528","ENSG00000174695","10_TMEM167A",2890,3474,2466,6849,5444,6734
"13529","ENSG00000174697","5_LEP",4,8,7,8,8,9
"13530","ENSG00000174705","13_SH3PXD2B",585,413,902,809,305,1050
"13531","ENSG00000174718","12_RESF1",599,808,493,1776,620,2006
"13532","ENSG00000174720","16_LARP7",561,458,408,2830,5184,2496
"13533","ENSG00000174721","10_FGFBP3",33,59,50,439,283,351
"13534","ENSG00000174738","13_NR1D2",2397,2854,2269,4595,1752,4584
"13535","ENSG00000174740","8_PABPC5",66,44,33,260,239,446
"13536","ENSG00000174744","14_BRMS1",774,822,650,1832,2364,1901
"13537","ENSG00000174748","21_RPL15",14886,12126,11228,36123,78004,42113
"13538","ENSG00000174749","6_FAM241A",350,383,276,676,822,618
"13539","ENSG00000174775","17_HRAS",663,591,528,1546,2792,1673
"13540","ENSG00000174776","11_WDR49",55,42,9,10,1,6
"13541","ENSG00000174780","17_SRP72",3175,2838,2535,5076,7304,5920
"13542","ENSG00000174788","10_PCP2",0,0,0,0,1,1
"13543","ENSG00000174791","11_RIN1",195,138,106,105,129,211
"13544","ENSG00000174792","10_ODAPH",10,3,8,14,15,5
"13545","ENSG00000174796","12_THAP6",144,200,134,655,838,824
"13546","ENSG00000174799","11_CEP135",179,192,147,356,344,386
"13547","ENSG00000174804","4_FZD4",524,492,691,773,401,915
"13548","ENSG00000174807","4_CD248",1741,1608,1070,1133,1564,1503
"13549","ENSG00000174808","12_BTC",3,15,3,49,22,38
"13550","ENSG00000174827","14_PDZK1",86,118,42,82,38,41
"13551","ENSG00000174837","15_ADGRE1",2,4,2,4,4,10
"13552","ENSG00000174839","13_DENND6A",320,439,352,774,561,716
"13553","ENSG00000174840","9_PDE12",507,463,324,596,379,779
"13554","ENSG00000174842","17_GLMN",256,245,176,977,810,818
"13555","ENSG00000174844","14_DNAH12",35,27,38,44,20,36
"13556","ENSG00000174851","16_YIF1A",1722,1551,1345,3264,8313,3779
"13557","ENSG00000174871","11_CNIH2",37,8,22,78,266,109
"13558","ENSG00000174876","16_AMY1B",6,2,1,3,7,1
"13559","ENSG00000174885","12_NLRP6",1,1,0,0,4,0
"13560","ENSG00000174886","13_NDUFA11",2313,2120,1980,11591,37602,11054
"13561","ENSG00000174891","13_RSRC1",267,203,196,817,1151,732
"13562","ENSG00000174898","16_CATSPERD",26,6,8,2,1,0
"13563","ENSG00000174899","11_SLC66A1L",5,3,1,15,6,21
"13564","ENSG00000174903","16_RAB1B",579,454,596,1688,3281,2002
"13565","ENSG00000174914","2_OR9G1",8,3,5,17,1,22
"13566","ENSG00000174915","12_PTDSS2",1123,1189,905,2394,2603,3023
"13567","ENSG00000174917","8_MICOS13",588,623,464,2705,8840,2308
"13568","ENSG00000174928","16_C3orf33",63,87,44,208,340,268
"13569","ENSG00000174937","4_OR5M3",0,0,0,3,0,0
"13570","ENSG00000174938","14_SEZ6L2",885,664,622,1022,1341,1760
"13571","ENSG00000174939","11_ASPHD1",165,223,133,159,452,229
"13572","ENSG00000174943","11_KCTD13",390,271,212,518,755,643
"13573","ENSG00000174944","9_P2RY14",54,43,66,439,310,281
"13574","ENSG00000174945","13_AMZ1",47,49,37,46,26,31
"13575","ENSG00000174946","7_GPR171",3,14,7,32,29,9
"13576","ENSG00000174948","6_GPR149",5,1,2,9,8,2
"13577","ENSG00000174950","11_CD164L2",3,5,2,12,3,1
"13578","ENSG00000174951","11_FUT1",38,93,41,26,28,20
"13579","ENSG00000174953","14_DHX36",1122,896,821,1595,1946,1609
"13580","ENSG00000174957","1_OR5J2",3,0,1,1,2,0
"13581","ENSG00000174963","17_ZIC4",12,7,2,22,16,18
"13582","ENSG00000174970","5_OR10AG1",1,0,0,20,3,11
"13583","ENSG00000174982","3_OR4S2",0,0,1,0,0,1
"13584","ENSG00000174989","13_FBXW8",609,406,375,977,505,1212
"13585","ENSG00000174990","7_CA5A",0,4,0,11,5,2
"13586","ENSG00000174992","8_ZG16",2,7,6,28,1,11
"13587","ENSG00000174996","11_KLC2",539,507,676,1687,1385,1669
"13588","ENSG00000175003","15_SLC22A1",33,19,21,3,16,3
"13589","ENSG00000175018","13_TEX36",0,0,0,0,0,0
"13590","ENSG00000175029","17_CTBP2",1738,1662,1460,3363,2973,3502
"13591","ENSG00000175040","6_CHST2",230,176,224,405,277,437
"13592","ENSG00000175048","17_ZDHHC14",270,249,238,842,852,776
"13593","ENSG00000175054","16_ATR",328,453,367,1366,757,1705
"13594","ENSG00000175061","18_SNHG29",1715,1380,1509,4556,11373,5495
"13595","ENSG00000175063","17_UBE2C",146,129,132,1066,3159,1336
"13596","ENSG00000175065","12_DSG4",5,2,10,23,19,20
"13597","ENSG00000175066","16_GK5",402,341,224,453,401,621
"13598","ENSG00000175073","8_VCPIP1",717,970,603,1228,485,1200
"13599","ENSG00000175077","6_RTP1",5,7,1,9,15,11
"13600","ENSG00000175084","12_DES",1424,1327,1200,15719,18911,10779
"13601","ENSG00000175087","10_PDIK1L",87,123,59,615,130,578
"13602","ENSG00000175093","5_SPSB4",45,30,20,914,606,857
"13603","ENSG00000175097","7_RAG2",1,8,0,8,9,6
"13604","ENSG00000175104","15_TRAF6",807,721,444,1264,782,1358
"13605","ENSG00000175105","7_ZNF654",1928,1852,1273,2216,550,2209
"13606","ENSG00000175106","16_TVP23C",174,237,169,305,337,272
"13607","ENSG00000175110","11_MRPS22",558,616,477,2117,3344,1931
"13608","ENSG00000175115","12_PACS1",7663,5266,6840,14664,6578,19568
"13609","ENSG00000175121","11_WFDC5",1,9,2,6,0,1
"13610","ENSG00000175130","7_MARCKSL1",4970,4296,4550,11718,23372,14856
"13611","ENSG00000175137","11_SH3BP5L",536,510,517,1643,657,1663
"13612","ENSG00000175143","4_OR2T1",6,0,0,0,3,0
"13613","ENSG00000175147","13_TMEM51-AS1",34,11,31,43,44,57
"13614","ENSG00000175155","10_YPEL2",728,709,587,3017,2661,3839
"13615","ENSG00000175161","13_CADM2",31,19,21,61,52,25
"13616","ENSG00000175164","15_ABO",2,8,1,8,19,24
"13617","ENSG00000175166","17_PSMD2",13545,12418,11528,20043,7613,23284
"13618","ENSG00000175170","16_FAM182B",28,46,42,77,155,101
"13619","ENSG00000175175","6_PPM1E",30,134,82,384,38,387
"13620","ENSG00000175182","15_FAM131A",221,204,180,609,654,667
"13621","ENSG00000175183","10_CSRP2",4462,4385,3714,15444,35838,19227
"13622","ENSG00000175189","4_INHBC",0,0,5,0,0,22
"13623","ENSG00000175193","13_PARL",795,790,704,2417,3624,2784
"13624","ENSG00000175197","12_DDIT3",4752,3959,2968,1235,3212,1822
"13625","ENSG00000175198","17_PCCA",813,764,567,2355,1366,2559
"13626","ENSG00000175202","6_HIGD2B",3,2,0,0,0,1
"13627","ENSG00000175203","15_DCTN2",3306,3400,2841,8853,10239,10666
"13628","ENSG00000175206","10_NPPA",40135,42882,27605,577003,1471083,463745
"13629","ENSG00000175213","3_ZNF408",671,605,429,749,875,732
"13630","ENSG00000175215","11_CTDSP2",2639,1886,2706,5233,2083,6086
"13631","ENSG00000175216","15_CKAP5",3224,2882,2927,10974,1684,11886
"13632","ENSG00000175220","12_ARHGAP1",3543,2254,2782,8830,8770,13255
"13633","ENSG00000175221","15_MED16",994,1023,740,3262,2190,4291
"13634","ENSG00000175224","16_ATG13",2852,2822,2290,5209,3007,6048
"13635","ENSG00000175229","7_GAL3ST3",537,418,477,1489,2320,2199
"13636","ENSG00000175262","14_C1orf127",3,7,14,45,24,14
"13637","ENSG00000175264","8_CHST1",86,70,154,109,72,129
"13638","ENSG00000175265","17_GOLGA8A",559,526,673,2023,1569,2959
"13639","ENSG00000175267","15_VWA3A",4,14,6,5,2,13
"13640","ENSG00000175274","18_TP53I11",8379,7306,6560,8261,7168,10366
"13641","ENSG00000175279","22_CENPS",106,89,113,812,1426,726
"13642","ENSG00000175283","8_DOLK",770,753,546,1727,1983,2187
"13643","ENSG00000175287","19_PHYHD1",83,52,62,541,1592,600
"13644","ENSG00000175294","6_CATSPER1",5,6,6,2,10,10
"13645","ENSG00000175305","17_CCNE2",38,58,51,296,393,312
"13646","ENSG00000175309","15_PHYKPL",624,519,441,1553,1888,1647
"13647","ENSG00000175311","7_ANKS4B",138,118,63,32,16,9
"13648","ENSG00000175315","3_CST6",2,10,4,11,0,15
"13649","ENSG00000175318","12_GRAMD2A",31,23,24,52,16,52
"13650","ENSG00000175322","11_ZNF519",66,69,42,205,228,229
"13651","ENSG00000175324","10_LSM1",1592,1641,1242,4469,9661,4093
"13652","ENSG00000175325","2_PROP1",0,2,0,0,0,1
"13653","ENSG00000175329","13_ISX",1,7,0,0,5,2
"13654","ENSG00000175334","8_BANF1",1169,1198,877,5613,14866,6073
"13655","ENSG00000175336","10_APOF",7,8,15,23,5,3
"13656","ENSG00000175344","18_CHRNA7",39,87,82,141,73,115
"13657","ENSG00000175348","11_TMEM9B",1076,1235,795,3860,5457,3320
"13658","ENSG00000175352","11_NRIP3",385,286,199,335,194,300
"13659","ENSG00000175354","20_PTPN2",832,599,523,1158,1446,1263
"13660","ENSG00000175356","13_SCUBE2",70,35,23,68,88,87
"13661","ENSG00000175376","9_EIF1AD",448,296,279,626,922,830
"13662","ENSG00000175387","16_SMAD2",2789,2829,2546,6143,4151,5712
"13663","ENSG00000175390","14_EIF3F",1759,1332,1634,4650,8355,6063
"13664","ENSG00000175395","16_ZNF25",243,327,211,810,314,966
"13665","ENSG00000175398","2_OR10P1",2,0,0,4,4,3
"13666","ENSG00000175414","7_ARL10",232,212,172,528,496,814
"13667","ENSG00000175416","14_CLTB",2577,2477,2118,9220,19655,8797
"13668","ENSG00000175426","11_PCSK1",5,15,4,31,4,32
"13669","ENSG00000175445","17_LPL",10442,10050,6900,8762,4011,8897
"13670","ENSG00000175449","14_RFESD",4,12,5,29,68,28
"13671","ENSG00000175455","15_CCDC14",581,489,309,1483,949,1527
"13672","ENSG00000175463","12_TBC1D10C",0,0,0,4,1,1
"13673","ENSG00000175467","15_SART1",1267,983,996,2173,865,2433
"13674","ENSG00000175470","20_PPP2R2D",1155,1047,907,2111,1852,1853
"13675","ENSG00000175471","19_MCTP1",73,72,48,93,32,63
"13676","ENSG00000175482","9_POLD4",766,776,636,1653,4148,1672
"13677","ENSG00000175485","2_OR52W1",1,0,2,0,0,0
"13678","ENSG00000175489","10_LRRC25",9,10,18,16,7,6
"13679","ENSG00000175497","17_DPP10",6,3,2,61,18,39
"13680","ENSG00000175505","11_CLCF1",238,141,143,59,150,87
"13681","ENSG00000175513","9_TSGA10IP",2,1,2,0,4,2
"13682","ENSG00000175514","2_GPR152",3,5,10,0,0,0
